sale_id,product_id,store_id,sale_date,quantity,unit_price,discount_pct,revenue,cost,profit,month,quarter,year,season
S01429,P0001,ST004,2021-08-26,3,15.19,0.0,45.57,18.0,27.57,August,Q3,2021,Summer
S01430,P0022,ST006,2021-08-19,3,46.72,15.0,140.16,41.31,98.85,August,Q3,2021,Summer
S01431,P0028,ST005,2022-01-17,2,89.3,0.0,178.6,46.3,132.3,January,Q1,2022,Winter
S01432,P0011,ST007,2021-10-31,3,127.8,10.0,383.4,107.76,275.64,October,Q4,2021,Autumn
S01433,P0005,ST003,2022-03-22,12,39.53,5.0,474.36,165.84,308.52,March,Q1,2022,Spring
S01434,P0033,ST001,2021-09-17,5,36.28,0.0,181.4,72.9,108.5,September,Q3,2021,Autumn
S01435,P0032,ST007,2021-09-04,7,69.88,15.0,489.16,202.72,286.44,September,Q3,2021,Autumn
S01436,P0022,ST002,2021-12-28,8,54.97,0.0,439.76,110.16,329.6,December,Q4,2021,Winter
S01437,P0027,ST005,2022-01-16,9,93.57,0.0,842.13,321.66,520.47,January,Q1,2022,Winter
S01438,P0030,ST004,2022-07-23,4,105.42,5.0,421.68,154.68,267.0,July,Q3,2022,Summer
S01439,P0014,ST002,2022-05-20,12,49.45,30.0,593.4,352.44,240.96,May,Q2,2022,Spring
S01440,P0027,ST002,2022-04-05,12,84.21,10.0,1010.52,428.88,581.64,April,Q2,2022,Spring
S01441,P0012,ST005,2022-03-07,10,47.81,15.0,478.1,202.1,276.0,March,Q1,2022,Spring
S01442,P0020,ST005,2022-04-27,10,17.76,30.0,177.6,107.1,70.5,April,Q2,2022,Spring
S01443,P0008,ST006,2021-10-06,10,116.51,5.0,1165.1,372.9,792.2,October,Q4,2021,Autumn
S01444,P0005,ST008,2022-04-10,3,35.37,15.0,106.11,41.46,64.65,April,Q2,2022,Spring
S01445,P0032,ST004,2022-07-29,5,57.55,30.0,287.75,144.8,142.95,July,Q3,2022,Summer
S01446,P0012,ST001,2021-09-30,1,56.25,0.0,56.25,20.21,36.04,September,Q3,2021,Autumn
S01447,P0007,ST002,2021-11-15,10,17.01,30.0,170.1,90.9,79.2,November,Q4,2021,Autumn
S01448,P0019,ST007,2021-08-24,6,38.58,0.0,231.48,81.06,150.42,August,Q3,2021,Summer
S01449,P0032,ST004,2021-08-06,11,82.21,0.0,904.31,318.56,585.75,August,Q3,2021,Summer
S01450,P0024,ST005,2021-12-09,2,100.34,0.0,200.68,73.36,127.32,December,Q4,2021,Winter
S01451,P0002,ST006,2021-08-04,2,106.28,10.0,212.56,64.14,148.42,August,Q3,2021,Summer
S01452,P0023,ST006,2022-02-19,12,120.49,5.0,1445.88,422.76,1023.12,February,Q1,2022,Winter
S01453,P0025,ST001,2021-10-29,4,80.92,0.0,323.68,115.36,208.32,October,Q4,2021,Autumn
S01454,P0030,ST006,2022-07-11,8,88.78,20.0,710.24,309.36,400.88,July,Q3,2022,Summer
S01455,P0019,ST001,2022-06-27,3,38.58,0.0,115.74,40.53,75.21,June,Q2,2022,Summer
S01456,P0018,ST008,2022-05-02,6,51.41,0.0,308.46,80.64,227.82,May,Q2,2022,Spring
S01457,P0020,ST007,2021-08-29,9,25.37,0.0,228.33,96.39,131.94,August,Q3,2021,Summer
S01458,P0031,ST006,2022-05-12,9,103.76,0.0,933.84,319.5,614.34,May,Q2,2022,Spring
S01459,P0014,ST006,2022-01-29,2,56.51,20.0,113.02,58.74,54.28,January,Q1,2022,Winter
S01460,P0020,ST005,2021-08-16,6,17.76,30.0,106.56,64.26,42.3,August,Q3,2021,Summer
S01461,P0020,ST003,2022-05-20,10,25.37,0.0,253.7,107.1,146.6,May,Q2,2022,Spring
S01462,P0025,ST002,2022-01-05,12,68.78,15.0,825.36,346.08,479.28,January,Q1,2022,Winter
S01463,P0008,ST001,2021-12-18,7,122.64,0.0,858.48,261.03,597.45,December,Q4,2021,Winter
S01464,P0004,ST004,2022-02-07,8,76.05,15.0,608.4,219.6,388.8,February,Q1,2022,Winter
S01465,P0005,ST005,2021-11-19,9,41.61,0.0,374.49,124.38,250.11,November,Q4,2021,Autumn
S01466,P0005,ST002,2022-02-08,1,37.45,10.0,37.45,13.82,23.63,February,Q1,2022,Winter
S01467,P0005,ST002,2022-03-16,9,41.61,0.0,374.49,124.38,250.11,March,Q1,2022,Spring
S01468,P0005,ST008,2022-04-14,3,41.61,0.0,124.83,41.46,83.37,April,Q2,2022,Spring
S01469,P0005,ST008,2022-04-26,5,37.45,10.0,187.25,69.1,118.15,April,Q2,2022,Spring
S01470,P0010,ST003,2021-09-20,9,81.79,10.0,736.11,252.81,483.3,September,Q3,2021,Autumn
S01471,P0012,ST003,2021-11-14,12,56.25,0.0,675.0,242.52,432.48,November,Q4,2021,Autumn
S01472,P0018,ST007,2022-04-25,2,51.41,0.0,102.82,26.88,75.94,April,Q2,2022,Spring
S01473,P0016,ST001,2022-07-18,10,97.8,15.0,978.0,323.8,654.2,July,Q3,2022,Summer
S01474,P0008,ST006,2022-03-28,1,122.64,0.0,122.64,37.29,85.35,March,Q1,2022,Spring
S01475,P0026,ST005,2021-08-12,10,67.88,10.0,678.8,322.1,356.7,August,Q3,2021,Summer
S01476,P0029,ST004,2022-01-12,4,147.44,0.0,589.76,175.52,414.24,January,Q1,2022,Winter
S01477,P0017,ST005,2022-04-30,6,117.94,10.0,707.64,227.22,480.42,April,Q2,2022,Spring
S01478,P0017,ST002,2021-12-18,3,131.04,0.0,393.12,113.61,279.51,December,Q4,2021,Winter
S01479,P0013,ST002,2021-08-08,10,46.11,5.0,461.1,198.1,263.0,August,Q3,2021,Summer
S01480,P0032,ST002,2021-11-14,9,82.21,0.0,739.89,260.64,479.25,November,Q4,2021,Autumn
S01481,P0007,ST006,2021-12-17,3,19.44,20.0,58.32,27.27,31.05,December,Q4,2021,Winter
S01482,P0020,ST005,2022-05-21,4,25.37,0.0,101.48,42.84,58.64,May,Q2,2022,Spring
S01483,P0028,ST005,2022-06-10,6,84.84,5.0,509.04,138.9,370.14,June,Q2,2022,Summer
S01484,P0016,ST001,2021-10-06,1,115.06,0.0,115.06,32.38,82.68,October,Q4,2021,Autumn
S01485,P0016,ST001,2021-09-24,7,115.06,0.0,805.42,226.66,578.76,September,Q3,2021,Autumn
S01486,P0019,ST007,2022-02-17,3,34.72,10.0,104.16,40.53,63.63,February,Q1,2022,Winter
S01487,P0003,ST008,2022-06-12,6,14.54,0.0,87.24,37.62,49.62,June,Q2,2022,Summer
S01488,P0010,ST004,2022-07-10,9,90.88,0.0,817.92,252.81,565.11,July,Q3,2022,Summer
S01489,P0026,ST008,2022-05-18,3,75.42,0.0,226.26,96.63,129.63,May,Q2,2022,Spring
S01490,P0018,ST008,2021-09-19,8,51.41,0.0,411.28,107.52,303.76,September,Q3,2021,Autumn
S01491,P0030,ST008,2022-03-29,4,88.78,20.0,355.12,154.68,200.44,March,Q1,2022,Spring
S01492,P0001,ST003,2022-06-12,5,12.15,20.0,60.75,30.0,30.75,June,Q2,2022,Summer
S01493,P0009,ST007,2021-11-02,12,16.66,20.0,199.92,97.8,102.12,November,Q4,2021,Autumn
S01494,P0027,ST006,2022-01-14,8,93.57,0.0,748.56,285.92,462.64,January,Q1,2022,Winter
S01495,P0011,ST002,2022-04-01,2,142.0,0.0,284.0,71.84,212.16,April,Q2,2022,Spring
S01496,P0021,ST008,2021-10-27,5,86.17,10.0,430.85,174.4,256.45,October,Q4,2021,Autumn
S01497,P0001,ST003,2022-04-18,2,15.19,0.0,30.38,12.0,18.38,April,Q2,2022,Spring
S01498,P0032,ST002,2022-01-14,9,78.1,5.0,702.9,260.64,442.26,January,Q1,2022,Winter
S01499,P0018,ST005,2022-04-30,8,51.41,0.0,411.28,107.52,303.76,April,Q2,2022,Spring
S01500,P0026,ST007,2021-12-01,10,75.42,0.0,754.2,322.1,432.1,December,Q4,2021,Winter
S01501,P0025,ST003,2022-04-04,7,80.92,0.0,566.44,201.88,364.56,April,Q2,2022,Spring
S01502,P0027,ST004,2022-07-22,10,93.57,0.0,935.7,357.4,578.3,July,Q3,2022,Summer
S01503,P0029,ST007,2022-05-18,6,140.07,5.0,840.42,263.28,577.14,May,Q2,2022,Spring
S01504,P0013,ST004,2021-10-28,11,43.69,10.0,480.59,217.91,262.68,October,Q4,2021,Autumn
S01505,P0012,ST008,2021-09-28,10,53.44,5.0,534.4,202.1,332.3,September,Q3,2021,Autumn
S01506,P0006,ST006,2022-05-12,2,73.29,15.0,146.58,65.86,80.72,May,Q2,2022,Spring
S01507,P0025,ST003,2022-01-05,7,80.92,0.0,566.44,201.88,364.56,January,Q1,2022,Winter
S01508,P0020,ST002,2022-07-17,10,22.83,10.0,228.3,107.1,121.2,July,Q3,2022,Summer
S01509,P0012,ST007,2022-01-15,8,53.44,5.0,427.52,161.68,265.84,January,Q1,2022,Winter
S01510,P0026,ST001,2021-09-16,4,64.11,15.0,256.44,128.84,127.6,September,Q3,2021,Autumn
S01511,P0003,ST001,2021-10-15,11,14.54,0.0,159.94,68.97,90.97,October,Q4,2021,Autumn
S01512,P0005,ST005,2022-02-16,10,39.53,5.0,395.3,138.2,257.1,February,Q1,2022,Winter
S01513,P0014,ST004,2021-11-14,11,60.04,15.0,660.44,323.07,337.37,November,Q4,2021,Autumn
S01514,P0004,ST005,2022-05-19,11,89.47,0.0,984.17,301.95,682.22,May,Q2,2022,Spring
S01515,P0010,ST007,2022-01-24,2,86.34,5.0,172.68,56.18,116.5,January,Q1,2022,Winter
S01516,P0019,ST007,2021-10-05,5,38.58,0.0,192.9,67.55,125.35,October,Q4,2021,Autumn
S01517,P0029,ST001,2021-08-01,12,140.07,5.0,1680.84,526.56,1154.28,August,Q3,2021,Summer
S01518,P0017,ST006,2021-09-26,5,111.38,15.0,556.9,189.35,367.55,September,Q3,2021,Autumn
S01519,P0032,ST004,2022-03-10,12,78.1,5.0,937.2,347.52,589.68,March,Q1,2022,Spring
S01520,P0022,ST006,2022-07-31,7,54.97,0.0,384.79,96.39,288.4,July,Q3,2022,Summer
S01521,P0025,ST007,2022-05-07,4,72.83,10.0,291.32,115.36,175.96,May,Q2,2022,Spring
S01522,P0027,ST008,2021-10-11,4,88.89,5.0,355.56,142.96,212.6,October,Q4,2021,Autumn
S01523,P0003,ST006,2022-03-02,3,14.54,0.0,43.62,18.81,24.81,March,Q1,2022,Spring
S01524,P0010,ST003,2021-10-08,1,90.88,0.0,90.88,28.09,62.79,October,Q4,2021,Autumn
S01525,P0010,ST001,2021-10-13,12,77.25,15.0,927.0,337.08,589.92,October,Q4,2021,Autumn
S01526,P0033,ST007,2021-10-09,2,36.28,0.0,72.56,29.16,43.4,October,Q4,2021,Autumn
S01527,P0010,ST007,2022-03-22,12,86.34,5.0,1036.08,337.08,699.0,March,Q1,2022,Spring
S01528,P0017,ST007,2022-06-16,3,131.04,0.0,393.12,113.61,279.51,June,Q2,2022,Summer
S01529,P0015,ST007,2022-05-10,8,59.32,0.0,474.56,187.92,286.64,May,Q2,2022,Spring
S01530,P0015,ST004,2021-11-04,7,56.35,5.0,394.45,164.43,230.02,November,Q4,2021,Autumn
S01531,P0018,ST008,2021-11-30,12,48.84,5.0,586.08,161.28,424.8,November,Q4,2021,Autumn
S01532,P0020,ST007,2022-05-07,10,25.37,0.0,253.7,107.1,146.6,May,Q2,2022,Spring
S01533,P0007,ST001,2022-05-18,8,21.87,10.0,174.96,72.72,102.24,May,Q2,2022,Spring
S01534,P0008,ST002,2022-05-25,8,98.11,20.0,784.88,298.32,486.56,May,Q2,2022,Spring
S01535,P0013,ST002,2021-10-12,12,43.69,10.0,524.28,237.72,286.56,October,Q4,2021,Autumn
S01536,P0018,ST005,2022-03-27,9,51.41,0.0,462.69,120.96,341.73,March,Q1,2022,Spring
S01537,P0027,ST002,2021-12-04,8,88.89,5.0,711.12,285.92,425.2,December,Q4,2021,Winter
S01538,P0031,ST002,2022-07-17,11,98.57,5.0,1084.27,390.5,693.77,July,Q3,2022,Summer
S01539,P0017,ST005,2022-06-10,1,104.83,20.0,104.83,37.87,66.96,June,Q2,2022,Summer
S01540,P0033,ST001,2022-03-29,8,34.47,5.0,275.76,116.64,159.12,March,Q1,2022,Spring
S01541,P0023,ST008,2022-05-21,12,126.83,0.0,1521.96,422.76,1099.2,May,Q2,2022,Spring
S01542,P0031,ST006,2021-12-29,5,103.76,0.0,518.8,177.5,341.3,December,Q4,2021,Winter
S01543,P0005,ST005,2022-05-16,5,41.61,0.0,208.05,69.1,138.95,May,Q2,2022,Spring
S01544,P0002,ST008,2022-05-24,3,112.19,5.0,336.57,96.21,240.36,May,Q2,2022,Spring
S01545,P0012,ST005,2022-06-16,1,56.25,0.0,56.25,20.21,36.04,June,Q2,2022,Summer
S01546,P0023,ST002,2021-10-04,9,126.83,0.0,1141.47,317.07,824.4,October,Q4,2021,Autumn
S01547,P0028,ST005,2021-12-08,3,84.84,5.0,254.52,69.45,185.07,December,Q4,2021,Winter
S01548,P0024,ST005,2021-12-10,1,90.31,10.0,90.31,36.68,53.63,December,Q4,2021,Winter
S01549,P0001,ST003,2022-05-30,12,15.19,0.0,182.28,72.0,110.28,May,Q2,2022,Spring
S01550,P0015,ST008,2022-02-06,3,59.32,0.0,177.96,70.47,107.49,February,Q1,2022,Winter
S01551,P0020,ST004,2022-04-06,3,22.83,10.0,68.49,32.13,36.36,April,Q2,2022,Spring
S01552,P0032,ST001,2022-01-23,2,65.77,20.0,131.54,57.92,73.62,January,Q1,2022,Winter
S01553,P0014,ST003,2022-04-11,7,63.58,10.0,445.06,205.59,239.47,April,Q2,2022,Spring
S01554,P0032,ST004,2022-07-05,8,73.99,10.0,591.92,231.68,360.24,July,Q3,2022,Summer
S01555,P0007,ST003,2021-11-16,10,21.87,10.0,218.7,90.9,127.8,November,Q4,2021,Autumn
S01556,P0015,ST006,2021-08-28,11,59.32,0.0,652.52,258.39,394.13,August,Q3,2021,Summer
S01557,P0029,ST002,2021-08-27,3,147.44,0.0,442.32,131.64,310.68,August,Q3,2021,Summer
S01558,P0015,ST008,2022-01-02,8,53.39,10.0,427.12,187.92,239.2,January,Q1,2022,Winter
S01559,P0005,ST004,2022-02-11,11,37.45,10.0,411.95,152.02,259.93,February,Q1,2022,Winter
S01560,P0017,ST008,2021-12-13,3,124.49,5.0,373.47,113.61,259.86,December,Q4,2021,Winter
S01561,P0003,ST007,2021-08-07,5,11.63,20.0,58.15,31.35,26.8,August,Q3,2021,Summer
S01562,P0012,ST008,2022-02-12,11,56.25,0.0,618.75,222.31,396.44,February,Q1,2022,Winter
S01563,P0033,ST001,2021-09-19,9,34.47,5.0,310.23,131.22,179.01,September,Q3,2021,Autumn
S01564,P0028,ST007,2022-06-09,11,75.9,15.0,834.9,254.65,580.25,June,Q2,2022,Summer
S01565,P0019,ST006,2021-12-17,5,32.79,15.0,163.95,67.55,96.4,December,Q4,2021,Winter
S01566,P0013,ST005,2022-07-02,10,48.54,0.0,485.4,198.1,287.3,July,Q3,2022,Summer
S01567,P0022,ST004,2022-07-11,10,49.47,10.0,494.7,137.7,357.0,July,Q3,2022,Summer
S01568,P0003,ST006,2022-07-13,12,10.18,30.0,122.16,75.24,46.92,July,Q3,2022,Summer
S01569,P0024,ST006,2022-05-08,1,90.31,10.0,90.31,36.68,53.63,May,Q2,2022,Spring
S01570,P0011,ST002,2021-08-07,7,142.0,0.0,994.0,251.44,742.56,August,Q3,2021,Summer
S01571,P0020,ST002,2022-07-17,8,25.37,0.0,202.96,85.68,117.28,July,Q3,2022,Summer
S01572,P0023,ST005,2021-12-07,4,126.83,0.0,507.32,140.92,366.4,December,Q4,2021,Winter
S01573,P0030,ST002,2021-08-30,10,99.87,10.0,998.7,386.7,612.0,August,Q3,2021,Summer
S01574,P0009,ST004,2022-06-03,11,20.82,0.0,229.02,89.65,139.37,June,Q2,2022,Summer
S01575,P0017,ST002,2021-09-14,10,131.04,0.0,1310.4,378.7,931.7,September,Q3,2021,Autumn
S01576,P0033,ST003,2021-09-26,12,36.28,0.0,435.36,174.96,260.4,September,Q3,2021,Autumn
S01577,P0015,ST005,2022-03-28,11,47.46,20.0,522.06,258.39,263.67,March,Q1,2022,Spring
S01578,P0010,ST008,2021-12-20,7,81.79,10.0,572.53,196.63,375.9,December,Q4,2021,Winter
S01579,P0029,ST006,2021-12-10,3,132.7,10.0,398.1,131.64,266.46,December,Q4,2021,Winter
S01580,P0020,ST005,2021-09-01,7,25.37,0.0,177.59,74.97,102.62,September,Q3,2021,Autumn
S01581,P0018,ST001,2021-12-11,5,51.41,0.0,257.05,67.2,189.85,December,Q4,2021,Winter
S01582,P0004,ST002,2022-04-09,4,85.0,5.0,340.0,109.8,230.2,April,Q2,2022,Spring
S01583,P0029,ST003,2022-06-27,8,147.44,0.0,1179.52,351.04,828.48,June,Q2,2022,Summer
S01584,P0014,ST007,2021-11-20,10,67.11,5.0,671.1,293.7,377.4,November,Q4,2021,Autumn
S01585,P0009,ST008,2021-12-11,2,20.82,0.0,41.64,16.3,25.34,December,Q4,2021,Winter
S01586,P0031,ST002,2022-05-20,12,103.76,0.0,1245.12,426.0,819.12,May,Q2,2022,Spring
S01587,P0009,ST008,2021-08-10,8,20.82,0.0,166.56,65.2,101.36,August,Q3,2021,Summer
S01588,P0015,ST001,2021-08-20,11,59.32,0.0,652.52,258.39,394.13,August,Q3,2021,Summer
S01589,P0003,ST003,2022-07-25,6,11.63,20.0,69.78,37.62,32.16,July,Q3,2022,Summer
S01590,P0018,ST001,2022-04-21,12,41.13,20.0,493.56,161.28,332.28,April,Q2,2022,Spring
S01591,P0030,ST008,2022-04-02,7,110.97,0.0,776.79,270.69,506.1,April,Q2,2022,Spring
S01592,P0018,ST002,2022-05-04,4,51.41,0.0,205.64,53.76,151.88,May,Q2,2022,Spring
S01593,P0009,ST008,2021-10-02,10,19.78,5.0,197.8,81.5,116.3,October,Q4,2021,Autumn
S01594,P0007,ST006,2022-01-18,11,24.3,0.0,267.3,99.99,167.31,January,Q1,2022,Winter
S01595,P0025,ST001,2022-06-20,11,80.92,0.0,890.12,317.24,572.88,June,Q2,2022,Summer
S01596,P0017,ST006,2021-09-11,8,117.94,10.0,943.52,302.96,640.56,September,Q3,2021,Autumn
S01597,P0009,ST005,2022-06-28,4,20.82,0.0,83.28,32.6,50.68,June,Q2,2022,Summer
S01598,P0006,ST001,2022-02-13,11,86.22,0.0,948.42,362.23,586.19,February,Q1,2022,Winter
S01599,P0022,ST007,2021-09-24,11,49.47,10.0,544.17,151.47,392.7,September,Q3,2021,Autumn
S01600,P0008,ST008,2021-09-13,11,122.64,0.0,1349.04,410.19,938.85,September,Q3,2021,Autumn
S01601,P0022,ST004,2021-10-11,1,54.97,0.0,54.97,13.77,41.2,October,Q4,2021,Autumn
S01602,P0008,ST004,2022-04-08,7,122.64,0.0,858.48,261.03,597.45,April,Q2,2022,Spring
S01603,P0024,ST005,2022-04-13,9,80.27,20.0,722.43,330.12,392.31,April,Q2,2022,Spring
S01604,P0013,ST008,2021-08-09,1,48.54,0.0,48.54,19.81,28.73,August,Q3,2021,Summer
S01605,P0024,ST006,2021-08-22,7,100.34,0.0,702.38,256.76,445.62,August,Q3,2021,Summer
S01606,P0013,ST008,2022-07-14,9,48.54,0.0,436.86,178.29,258.57,July,Q3,2022,Summer
S01607,P0016,ST004,2021-09-06,1,103.55,10.0,103.55,32.38,71.17,September,Q3,2021,Autumn
S01608,P0030,ST008,2022-07-01,1,110.97,0.0,110.97,38.67,72.3,July,Q3,2022,Summer
S01609,P0020,ST001,2021-12-03,12,24.1,5.0,289.2,128.52,160.68,December,Q4,2021,Winter
S01610,P0001,ST001,2021-10-28,11,15.19,0.0,167.09,66.0,101.09,October,Q4,2021,Autumn
S01611,P0007,ST005,2021-09-19,8,23.08,5.0,184.64,72.72,111.92,September,Q3,2021,Autumn
S01612,P0029,ST002,2021-09-24,2,147.44,0.0,294.88,87.76,207.12,September,Q3,2021,Autumn
S01613,P0014,ST004,2021-09-02,4,70.64,0.0,282.56,117.48,165.08,September,Q3,2021,Autumn
S01614,P0017,ST007,2022-01-14,2,91.73,30.0,183.46,75.74,107.72,January,Q1,2022,Winter
S01615,P0024,ST003,2022-01-12,4,90.31,10.0,361.24,146.72,214.52,January,Q1,2022,Winter
S01616,P0019,ST003,2022-01-19,2,38.58,0.0,77.16,27.02,50.14,January,Q1,2022,Winter
S01617,P0029,ST003,2022-03-01,3,132.7,10.0,398.1,131.64,266.46,March,Q1,2022,Spring
S01618,P0024,ST003,2022-03-13,4,80.27,20.0,321.08,146.72,174.36,March,Q1,2022,Spring
S01619,P0033,ST001,2021-10-08,2,32.65,10.0,65.3,29.16,36.14,October,Q4,2021,Autumn
S01620,P0002,ST007,2021-10-20,1,100.38,15.0,100.38,32.07,68.31,October,Q4,2021,Autumn
S01621,P0027,ST002,2021-08-04,1,93.57,0.0,93.57,35.74,57.83,August,Q3,2021,Summer
S01622,P0024,ST002,2022-07-28,11,95.32,5.0,1048.52,403.48,645.04,July,Q3,2022,Summer
S01623,P0008,ST005,2022-03-02,12,104.24,15.0,1250.88,447.48,803.4,March,Q1,2022,Spring
S01624,P0001,ST008,2022-07-21,3,15.19,0.0,45.57,18.0,27.57,July,Q3,2022,Summer
S01625,P0001,ST005,2022-04-25,8,15.19,0.0,121.52,48.0,73.52,April,Q2,2022,Spring
S01626,P0014,ST003,2022-06-09,12,70.64,0.0,847.68,352.44,495.24,June,Q2,2022,Summer
S01627,P0005,ST003,2022-04-13,10,33.29,20.0,332.9,138.2,194.7,April,Q2,2022,Spring
S01628,P0003,ST005,2022-01-26,7,14.54,0.0,101.78,43.89,57.89,January,Q1,2022,Winter
S01629,P0014,ST004,2021-11-07,2,49.45,30.0,98.9,58.74,40.16,November,Q4,2021,Autumn
S01630,P0033,ST002,2022-06-13,6,30.84,15.0,185.04,87.48,97.56,June,Q2,2022,Summer
S01631,P0027,ST004,2022-03-26,11,84.21,10.0,926.31,393.14,533.17,March,Q1,2022,Spring
S01632,P0024,ST005,2021-08-28,4,100.34,0.0,401.36,146.72,254.64,August,Q3,2021,Summer
S01633,P0014,ST003,2022-07-17,8,70.64,0.0,565.12,234.96,330.16,July,Q3,2022,Summer
S01634,P0010,ST003,2022-07-10,1,90.88,0.0,90.88,28.09,62.79,July,Q3,2022,Summer
S01635,P0005,ST006,2021-12-24,4,41.61,0.0,166.44,55.28,111.16,December,Q4,2021,Winter
S01636,P0030,ST006,2022-06-12,8,110.97,0.0,887.76,309.36,578.4,June,Q2,2022,Summer
S01637,P0028,ST001,2022-05-03,3,89.3,0.0,267.9,69.45,198.45,May,Q2,2022,Spring
S01638,P0030,ST001,2022-04-06,9,110.97,0.0,998.73,348.03,650.7,April,Q2,2022,Spring
S01639,P0028,ST004,2022-03-16,10,84.84,5.0,848.4,231.5,616.9,March,Q1,2022,Spring
S01640,P0007,ST007,2021-11-10,12,21.87,10.0,262.44,109.08,153.36,November,Q4,2021,Autumn
S01641,P0003,ST006,2021-11-26,2,14.54,0.0,29.08,12.54,16.54,November,Q4,2021,Autumn
S01642,P0029,ST002,2021-11-30,12,147.44,0.0,1769.28,526.56,1242.72,November,Q4,2021,Autumn
S01643,P0031,ST004,2022-02-09,4,103.76,0.0,415.04,142.0,273.04,February,Q1,2022,Winter
S01644,P0019,ST008,2021-08-28,7,38.58,0.0,270.06,94.57,175.49,August,Q3,2021,Summer
S01645,P0013,ST008,2021-10-31,7,48.54,0.0,339.78,138.67,201.11,October,Q4,2021,Autumn
S01646,P0014,ST008,2021-11-08,11,70.64,0.0,777.04,323.07,453.97,November,Q4,2021,Autumn
S01647,P0029,ST005,2021-11-12,6,147.44,0.0,884.64,263.28,621.36,November,Q4,2021,Autumn
S01648,P0025,ST001,2021-12-22,3,80.92,0.0,242.76,86.52,156.24,December,Q4,2021,Winter
S01649,P0029,ST008,2022-03-23,7,147.44,0.0,1032.08,307.16,724.92,March,Q1,2022,Spring
S01650,P0005,ST006,2021-11-21,5,39.53,5.0,197.65,69.1,128.55,November,Q4,2021,Autumn
S01651,P0010,ST003,2022-05-23,9,77.25,15.0,695.25,252.81,442.44,May,Q2,2022,Spring
S01652,P0028,ST002,2022-02-27,9,89.3,0.0,803.7,208.35,595.35,February,Q1,2022,Winter
S01653,P0009,ST004,2022-05-30,8,17.7,15.0,141.6,65.2,76.4,May,Q2,2022,Spring
S01654,P0005,ST005,2021-08-08,12,41.61,0.0,499.32,165.84,333.48,August,Q3,2021,Summer
S01655,P0018,ST004,2021-12-05,6,51.41,0.0,308.46,80.64,227.82,December,Q4,2021,Winter
S01656,P0032,ST004,2022-05-30,3,65.77,20.0,197.31,86.88,110.43,May,Q2,2022,Spring
S01657,P0023,ST001,2022-03-02,1,126.83,0.0,126.83,35.23,91.6,March,Q1,2022,Spring
S01658,P0008,ST008,2022-04-16,1,122.64,0.0,122.64,37.29,85.35,April,Q2,2022,Spring
S01659,P0009,ST007,2022-04-03,12,17.7,15.0,212.4,97.8,114.6,April,Q2,2022,Spring
S01660,P0019,ST008,2022-04-11,4,38.58,0.0,154.32,54.04,100.28,April,Q2,2022,Spring
S01661,P0004,ST001,2022-07-21,12,89.47,0.0,1073.64,329.4,744.24,July,Q3,2022,Summer
S01662,P0020,ST004,2021-10-07,6,25.37,0.0,152.22,64.26,87.96,October,Q4,2021,Autumn
S01663,P0020,ST002,2021-08-09,8,22.83,10.0,182.64,85.68,96.96,August,Q3,2021,Summer
S01664,P0022,ST003,2022-07-27,8,46.72,15.0,373.76,110.16,263.6,July,Q3,2022,Summer
S01665,P0001,ST001,2022-03-21,8,13.67,10.0,109.36,48.0,61.36,March,Q1,2022,Spring
S01666,P0005,ST007,2021-11-03,6,39.53,5.0,237.18,82.92,154.26,November,Q4,2021,Autumn
S01667,P0011,ST001,2022-06-18,2,142.0,0.0,284.0,71.84,212.16,June,Q2,2022,Summer
S01668,P0006,ST006,2022-04-29,1,86.22,0.0,86.22,32.93,53.29,April,Q2,2022,Spring
S01669,P0004,ST005,2022-07-24,10,85.0,5.0,850.0,274.5,575.5,July,Q3,2022,Summer
S01670,P0020,ST004,2022-07-17,2,24.1,5.0,48.2,21.42,26.78,July,Q3,2022,Summer
S01671,P0002,ST006,2021-08-29,9,94.47,20.0,850.23,288.63,561.6,August,Q3,2021,Summer
S01672,P0010,ST006,2021-08-27,2,90.88,0.0,181.76,56.18,125.58,August,Q3,2021,Summer
S01673,P0014,ST008,2022-06-13,1,70.64,0.0,70.64,29.37,41.27,June,Q2,2022,Summer
S01674,P0014,ST003,2022-06-28,9,63.58,10.0,572.22,264.33,307.89,June,Q2,2022,Summer
S01675,P0006,ST004,2021-10-10,6,86.22,0.0,517.32,197.58,319.74,October,Q4,2021,Autumn
S01676,P0006,ST002,2022-06-29,8,77.6,10.0,620.8,263.44,357.36,June,Q2,2022,Summer
S01677,P0027,ST004,2021-11-24,6,93.57,0.0,561.42,214.44,346.98,November,Q4,2021,Autumn
S01678,P0006,ST005,2022-04-15,11,86.22,0.0,948.42,362.23,586.19,April,Q2,2022,Spring
S01679,P0007,ST001,2021-09-02,6,24.3,0.0,145.8,54.54,91.26,September,Q3,2021,Autumn
S01680,P0030,ST008,2022-04-14,9,94.32,15.0,848.88,348.03,500.85,April,Q2,2022,Spring
S01681,P0020,ST008,2022-07-30,9,22.83,10.0,205.47,96.39,109.08,July,Q3,2022,Summer
S01682,P0030,ST005,2022-03-20,10,110.97,0.0,1109.7,386.7,723.0,March,Q1,2022,Spring
S01683,P0027,ST002,2021-11-05,8,93.57,0.0,748.56,285.92,462.64,November,Q4,2021,Autumn
S01684,P0018,ST007,2021-10-31,5,41.13,20.0,205.65,67.2,138.45,October,Q4,2021,Autumn
